Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
CHEMBL1016,P21397,CANDESARTAN,HTQMVQVXFRQIKW-UHFFFAOYSA-N,3,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7270395,DTCC00228418,413969,46191
CHEMBL1020,P21397,TOLMETIN,UPSPUYADGBWSHF-UHFFFAOYSA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,IC50,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7472713,DTCC00229841,477924,46191
CHEMBL1020,P21397,TOLMETIN,UPSPUYADGBWSHF-UHFFFAOYSA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7472714,DTCC00229841,477924,46191
CHEMBL1024,P21397,IFOSFAMIDE,HOMGKSMUEGBAAB-UHFFFAOYSA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,IC50,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7308695,DTCC00230672,703982,46191
CHEMBL1024,P21397,IFOSFAMIDE,HOMGKSMUEGBAAB-UHFFFAOYSA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7308696,DTCC00230672,703982,46191
CHEMBL103,P21397,PROGESTERONE,RJKFOVLPORLFTN-LEKSSAKUSA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,IC50,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7372841,DTCC00142899,1092348,46191
CHEMBL103,P21397,PROGESTERONE,RJKFOVLPORLFTN-LEKSSAKUSA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7372842,DTCC00142899,1092348,46191
CHEMBL10316,P21397,IDAZOXAN,HPMRFMKYPGXPEP-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,IC50,=,1000,NM,,,,,,,,,,,,,,"BindingDB_Patents: Activity Assay. Inhibitory activity of compounds was evaluated by a homogeneous luminescent method, the MAO-Glo Assay (Promega), measuring the monoamine oxidase activity (MAOs) from recombinant source (microsomes from baculovirus infected insect cells, Sigma). Experiments were performed according to the Supplier's procedure, incubating human recombinant MAO-A or MAO-B with a luminogenic substrate, a derivative of beetle luciferin ((4S)-4,5-dihydro-2-(6-hydroxybenzothiazolyl)-4-thiazolecarboxylic acid). MAOs converts this luciferin derivative to methyl ester luciferin and only compounds that interfere with the ability of the enzyme to use the pro-luminescent substrate will cause changes in the resulting luminescent signal.",234361,"6-1H-imidazo-quinazoline and quinolines derivatives, new MAO inhibitors and imidazoline receptor ligands",,2014,,,,,1528020,DTCT0023168,159736,DTCC00137754,366580,64449
CHEMBL10316,P21397,IDAZOXAN,HPMRFMKYPGXPEP-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,IC50,=,1000,NM,,,,,,,,,,,,,,"BindingDB_Patents: Activity Assay. Inhibitory activity of compounds was evaluated by a homogeneous luminescent method, the MAO-Glo Assay (Promega), measuring the monoamine oxidase activity (MAOs) from recombinant source (microsomes from baculovirus infected insect cells, Sigma). Experiments were performed according to the Supplier's procedure, incubating human recombinant MAO-A or MAO-B with a luminogenic substrate, a derivative of beetle luciferin ((4S)-4,5-dihydro-2-(6-hydroxybenzothiazolyl)-4-thiazolecarboxylic acid). MAOs converts this luciferin derivative to methyl ester luciferin and only compounds that interfere with the ability of the enzyme to use the pro-luminescent substrate will cause changes in the resulting luminescent signal.",,"6-1H-imidazo-quinazoline and quinolines derivatives, new MAO inhibitors and imidazoline receptor ligands",,2014,,,,,1528020,DTCT0023168,14659816,DTCC00137754,366580,64449
CHEMBL10316,P21397,IDAZOXAN,HPMRFMKYPGXPEP-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,IC50,=,1000,NM,,,,,,,,,,,,,,"BindingDB_Patents: Activity Assay. Inhibitory activity of compounds was evaluated by a homogeneous luminescent method, the MAO-Glo Assay (Promega), measuring the monoamine oxidase activity (MAOs) from recombinant source (microsomes from baculovirus infected insect cells, Sigma). Experiments were performed according to the Supplier's procedure, incubating human recombinant MAO-A or MAO-B with a luminogenic substrate, a derivative of beetle luciferin ((4S)-4,5-dihydro-2-(6-hydroxybenzothiazolyl)-4-thiazolecarboxylic acid). MAOs converts this luciferin derivative to methyl ester luciferin and only compounds that interfere with the ability of the enzyme to use the pro-luminescent substrate will cause changes in the resulting luminescent signal.",,"6-1H-imidazo-quinazoline and quinolines derivatives, new MAO inhibitors and imidazoline receptor ligands",,2014,,,,,1528020,DTCT0023168,14664306,DTCC00137754,366580,64449
CHEMBL104,P21397,CLOTRIMAZOLE,VNFPBHJOKIVQEB-UHFFFAOYSA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,IC50,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7356669,DTCC00143452,1960074,46191
CHEMBL104,P21397,CLOTRIMAZOLE,VNFPBHJOKIVQEB-UHFFFAOYSA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7356670,DTCC00143452,1960074,46191
CHEMBL1042,P21397,CHOLECALCIFEROL,QYSXJUFSXHHAJI-YRZJJWOYSA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,IC50,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7353926,DTCC00235252,1992802,46191
CHEMBL1042,P21397,CHOLECALCIFEROL,QYSXJUFSXHHAJI-YRZJJWOYSA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7353927,DTCC00235252,1992802,46191
CHEMBL1046,P21397,AMINOCAPROIC ACID,SLXKOJJOQWFEFD-UHFFFAOYSA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,IC50,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7299481,DTCC00237384,574618,46191
CHEMBL1046,P21397,AMINOCAPROIC ACID,SLXKOJJOQWFEFD-UHFFFAOYSA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7299482,DTCC00237384,574618,46191
CHEMBL105,P21397,MITOMYCIN,NWIBSHFKIJFRCO-WUDYKRTCSA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,IC50,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7430643,DTCC00143504,542580,46191
CHEMBL105,P21397,MITOMYCIN,NWIBSHFKIJFRCO-WUDYKRTCSA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7430644,DTCC00143504,542580,46191
CHEMBL1054,P21397,TRICHLORMETHIAZIDE,LMJSLTNSBFUCMU-UHFFFAOYSA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,IC50,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7449076,DTCC00242621,2025646,46191
CHEMBL1054,P21397,TRICHLORMETHIAZIDE,LMJSLTNSBFUCMU-UHFFFAOYSA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7449077,DTCC00242621,2025646,46191
CHEMBL1055,P21397,CHLORTHALIDONE,JIVPVXMEBJLZRO-UHFFFAOYSA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,IC50,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7345339,DTCC00242796,1798406,46191
CHEMBL1055,P21397,CHLORTHALIDONE,JIVPVXMEBJLZRO-UHFFFAOYSA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7345340,DTCC00242796,1798406,46191
CHEMBL106,P21397,FLUCONAZOLE,RFHAOTPXVQNOHP-UHFFFAOYSA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,IC50,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7303309,DTCC00143630,51470,46191
CHEMBL106,P21397,FLUCONAZOLE,RFHAOTPXVQNOHP-UHFFFAOYSA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7303310,DTCC00143630,51470,46191
CHEMBL1061,P21397,GLITAZONE,NKOHRVBBQISBSB-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21742494,IC50,=,193600,NM,,,,,,,,,,,,,,Inhibition of human recombinant MAOA assessed as inhibition of kynuramine conversion to fluorescent metabolite 4-hydroxyquinoline by fluorimetry,,Structure-activity relationship and docking studies of thiazolidinedione-type compounds with monoamine oxidase B.,Bioorg. Med. Chem. Lett.,2011,21,16,"Carroll RT, Dluzen DE, Stinnett H, Awale PS, Funk MO, Geldenhuys WJ",,762553,DTCT0023168,6056883,DTCC00245027,541630,45508
CHEMBL1062,P21397,HYDROXYPROGESTERONE,DBPWSSGDRRHUNT-CEGNMAFCSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,IC50,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7313018,DTCC00245885,1092342,46191
CHEMBL1062,P21397,HYDROXYPROGESTERONE,DBPWSSGDRRHUNT-CEGNMAFCSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7313019,DTCC00245885,1092342,46191
CHEMBL1064,P21397,SIMVASTATIN,RYMZZMVNJRMUDD-HGQWONQESA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,IC50,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7482220,DTCC00246331,217585,46191
CHEMBL1064,P21397,SIMVASTATIN,RYMZZMVNJRMUDD-HGQWONQESA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7482221,DTCC00246331,217585,46191
CHEMBL1065,P21397,METHYSERGIDE,KPJZHOPZRAFDTN-ZRGWGRIASA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,IC50,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7406829,DTCC00246366,1124452,46191
CHEMBL1065,P21397,METHYSERGIDE,KPJZHOPZRAFDTN-ZRGWGRIASA-N,4,MONOAMINE OXIDASE A,MAOA,Enzyme,,,,KI,,,,,cell_based,,,,,,,,,,,BTI-TN-5B1-4,DRUGMATRIX: Monoamine Oxidase MAO-A enzyme inhibition (substrate: Kynuramine),Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),DrugMatrix in vitro pharmacology data,,,,,"Scott S. Auerbach, DrugMatrix¨ and ToxFX¨ Coordinator National Toxicology Program",,774648,DTCT0023168,7406830,DTCC00246366,1124452,46191
CHEMBL106562,P21397,"2-METHOXY-1,4-NAPHTHOQUINONE",OBGBGHKYJAOXRR-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,26684482,IC50,=,20400,NM,,,,,,,,,,,,,,,,,,,,,,,,DTCT0023168,14721010,DTCC00276910,2102172,68932
